,movie_title,content_rating,genres,runtime,top_critic,review_content,recommended
996921,The Muppets,PG,"Comedy, Kids & Family",98.0,False,"If, like me, you are a parent, there will be something life affirming about taking your children to see these ageless old friends.",1
133544,Anatomy 2 (Anatomie 2),R,"Art House & International, Horror, Mystery & Suspense",101.0,False,The prognosis is not good,0
329846,Extraordinary Measures,PG,Drama,106.0,False,"An inspiring drama about a man who possesses great perseverance, a spiritual character quality that includes patience, flexibility, and resilience in the face of challenges and constant change.",1
371547,The Ghost and Mrs. Muir,NR,"Classics, Science Fiction & Fantasy, Romance",104.0,False,Charming family classic is also thought-provoking.,1
1081836,Violet Tendencies,R,Comedy,99.0,False,"Slightly uneven and often contrived, but nonetheless entertaining, funny and bold. Mindy Cohn shines in a heartfelt performance filled with panache.",1
1034558,Thief Of Hearts,R,"Drama, Mystery & Suspense",100.0,False,"This is a dreary, dull and altogether grating film, one that's as derivative and simple as it is just plain boring.",0
742085,Rope,PG,"Classics, Drama, Mystery & Suspense",80.0,False,"The trickery is still distracting, but there are hints in this 1948 film of the perversity that will yield Psycho, Strangers On A Train, Vertigo and Rear Window, so it's a must for Hitch collectors.",1
105020,The A-Team,PG-13,"Action & Adventure, Comedy",118.0,False,It's like they're not even trying.,0
465447,It's a Disaster,R,Comedy,88.0,False,There are plenty more surprises in store for the couples who brunch and the lucky audiences who get to watch them do so.,1
717837,The Return,PG-13,"Drama, Mystery & Suspense",85.0,False,"Even with a brief 85-minute running time, The Return feels padded, which is odd considering how little we're told about the characters or the central mystery.",0
323351,Escape from Pretoria,PG-13,"Drama, Mystery & Suspense",101.0,False,"As it turns out, removing the politics from an inherently political thriller only leaves the routine mechanics.",0
590253,Moulin Rouge!,PG-13,"Drama, Musical & Performing Arts, Romance",126.0,False,"""Moulin Rouge"" is itself like a courtesan, a lavishly oufitted, desirable beauty who excels at artifice.",1
556897,Mars Attacks!,PG-13,"Action & Adventure, Comedy, Science Fiction & Fantasy",103.0,False,"When the film's energy kicks in, though, so does Burton's flair for black comedy.",1
802006,Shoplifters (Manbiki kazoku),R,"Art House & International, Drama",121.0,False,"Kore-eda elicits poignant performances from everyone in his ensemble, chose to accentuate the positive rather than dwell on the hardships.",1
306303,Drillbit Taylor,PG-13,Comedy,102.0,False,"This rag-tag bunch of losers combine to create some wonderful laugh-out-loud moments, the largest arriving in the final confrontation when Drillbit catches hold of a Samurai sword blade.",1
955870,The Founder,PG-13,Drama,115.0,False,"Impeccably detailed set design, costume design ... The Founder makes for an enhanced historical documentary and a view into the insidiousness of good business.",1
1073836,U.S. Marshals,PG-13,Action & Adventure,133.0,False,Jones is obviously energized by the more physical role Gerard plays in this installment.,1
790678,Shame,NC17,Drama,99.0,False,"Shame is a snapshot of a tumultuous life, shot without judgement and censure - the fascinating story of a man who seemingly has everything and nothing both at once.",1
326077,Every Thing Will Be Fine,NR,"Art House & International, Drama",118.0,True,With backing from producers in no less than five countries and director of the gravitas of Wim Wenders - not to mention a solid cast - you'd think Every Thing Will Be Fine would be more impressive than it turns out to be.,0
905599,Swimming Pool,R,"Art House & International, Drama, Mystery & Suspense",102.0,True,Swimming Pool smolders with held-back eroticism and brain-teasing enigmas.,1
553941,Mapplethorpe,NR,Drama,102.0,False,"The movie has the virtue of not fudging anything. Gay sex and affection are casually presented, and Mapplethorpe's hardest-core photographs receive unflinching screen time.",0
683098,Pushing Tin,R,"Comedy, Drama",124.0,False,The characters here are refreshingly complex.,1
23016,The Maltese Falcon,PG,"Drama, Mystery & Suspense",100.0,False,exceptionally crafted,1
341807,Fighting,PG-13,"Action & Adventure, Drama",105.0,False,"It's all well-enough acted, but an audience young enough to find this dramatically fresh will be disappointed that Fighting isn't the non-stop head-smacking bloodbath they are promised going in.",1
287649,Detroit,R,"Drama, Mystery & Suspense",143.0,False,Bigelow may have an Oscar contender here.,1
165621,Battlefield Earth,PG-13,"Action & Adventure, Horror, Science Fiction & Fantasy",117.0,False,"Simply put, Battlefield Earth is the worst film I've seen in over 10 years, and believe me, that's saying a lot.",0
787654,Shadow,NR,"Action & Adventure, Art House & International, Drama",116.0,False,"The film's message seems to be that absolute power corrupts absolutely, making it a veiled critique of China's current leader.",1
552024,Manchester by the Sea,R,Drama,137.0,False,Devastatingly relatable and sincerely affecting.,1
74025,Me and Orson Welles,PG-13,"Art House & International, Comedy, Drama",107.0,False,"A nicely-made, warmly-shaped story of life upon the wicked stage.",1
62495,The Hoax,R,"Comedy, Drama",115.0,False,It's impossible to see this as Clifford Irving. It's Richard Gere... It's fine when you're doing a Richard Gere movie but you can't be Richard Gere in a true story because Richard Gere doesn',0
900457,Super 8,PG-13,"Action & Adventure, Science Fiction & Fantasy",112.0,False,"It is said that imitation is the sincerest form of flattery. With Super 8, Steven Spielberg must be blushing like a reticent schoolgirl who just got asked to the formal.",1
347424,First Sunday,PG-13,"Comedy, Drama",98.0,True,A sorry excuse for a ghetto SOS.,0
572126,Midnight Special,PG-13,"Drama, Science Fiction & Fantasy",111.0,True,"It's really just a ""B"" sci-fi film, with formula turns and gaping holes that rob it of greatness. But it's cladded in ""A"" materials: Nichols' assured direction, mood-setting cinematography and score and a cast fully invested ...",1
39748,Rounders,R,Drama,120.0,False,Colorful performances!,1
844329,Sound of My Voice,R,"Drama, Mystery & Suspense",84.0,True,"That the movie is part of a possible trilogy doesn't make up for the thin, underdeveloped feel. But Marling, who weaves a strong spell, will probably keep appearing in our future.",0
168869,Beauty And The Beast (La belle et la bête),PG-13,"Mystery & Suspense, Science Fiction & Fantasy, Romance",112.0,False,"Starring Léa Seydoux, in a role that must have taxed the Blue is the Warmest Color actress to the very limits of her ability to heave her breasts and fall over things prettily...",0
506856,The Last Boy Scout,R,"Action & Adventure, Drama",101.0,False,"Everything seems mechanical, forced and contrived.",0
653948,Pina,PG,"Documentary, Musical & Performing Arts",104.0,False,An immersive moviegoing experience beyond imagination.,1
11475,My Sister's Keeper,PG-13,Drama,108.0,True,"Their message in My Sister's Keeper? Cancer sucks, but there's always the balm of beach scenes and an emo soundtrack.",0
534049,Lost and Delirious,R,"Drama, Romance",102.0,True,Barely skirting the lip of the ridiculous.,0
967416,The High Note,PG-13,"Drama, Musical & Performing Arts, Romance",113.0,False,"Sporting an interesting dynamic between Dakota Johnson and Tracee Ross, ""The High Note"" has some endearing qualities despite singing an uneven tune.",1
658154,Play It to the Bone,R,"Action & Adventure, Comedy, Drama",124.0,False,"Instead of a sharp satire of a subject ripe for parody--professional boxing--we get a tedious, unfunny road movie.",0
313731,Edward Scissorhands,PG-13,"Drama, Science Fiction & Fantasy, Romance",105.0,False,"Long a courageous actor, Depp inhabits a character that by all accounts should have been a freak or caricature.",1
592193,Mr. Hulot's Holiday (Les Vacances de Monsieur Hulot),NR,Comedy,85.0,False,"The film has a gentle sense of whimsy, and its observations on life's little annoyances-like the distracting clunk of a set of swinging doors-are benign.",1
225910,Carrie,R,Horror,99.0,False,It's time to stop remaking Carrie.,0
745326,Rules Don't Apply,PG-13,"Comedy, Drama, Romance",121.0,True,"Warren Beatty plays Howard Hughes with seductive charm, sneaky intelligence and buggy eccentricity. Sadly, Beatty as writer and director has chosen to make Hughes a supporting role, teasing a much deeper portrait..",0
693783,Rampage,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",107.0,True,"Nobody goes to a movie like Rampage for the poetry, but truly this is a terrible screenplay, credited to four writers and tonally all over the place.",0
518452,Letters to Juliet,PG,"Comedy, Drama, Romance",105.0,False,"Unfortunately, the main couple in the film competes in vain against the scenery.",0
412905,Hercules,PG-13,"Action & Adventure, Science Fiction & Fantasy",97.0,False,"Ratner, one feels, if vying to become Hollywood's confectioner-in-chief, and this movie won't hurt his candidacy one little bit.",1
116268,Akeelah and the Bee,PG,"Drama, Kids & Family",112.0,True,"Akeelah and the Bee may spell it out for you, but it pulls few punches in its depiction of the hurdles a verbally gifted South Central L.A. 11-year-old (Keke Palmer) must clear.",1
942608,The Dark Tower,PG-13,"Horror, Science Fiction & Fantasy, Western",95.0,True,"King's Dark Tower universe is rich with cultural reference points and is always totally unpredictable, but in cutting it down to consolidate its highlights, The Dark Tower can't even shoot the most necessary bullets straight.",0
1097834,What Lies Beneath,PG-13,"Drama, Horror, Mystery & Suspense",126.0,False,What lies beneath? Too much that adds up to too little.,0
94701,8 1/2,NR,"Art House & International, Drama, Science Fiction & Fantasy",135.0,False,A sprawling anything-goes portrait of the artist and the creative process in crisis.,1
966063,The Hate U Give,PG-13,Drama,133.0,False,"Within this relatively simplistic approach to a vastly complicated issue, the actors add some nice textures to their characters.",1
63526,Ballets Russes,NR,"Documentary, Musical & Performing Arts",121.0,False,"It captures the heart and spirit of one of the 20th century's most fabled ballet companies, with a history that stretches continents and decades.",1
64517,Fred Claus,PG,Comedy,116.0,False,Fred Claus doesn't know if it wants to be naughty or nice.,0
633631,Our Kind of Traitor,R,"Drama, Mystery & Suspense",108.0,False,"Therefore, while this isn't the best of John le Carr and the good/bad differentiation is heavy handed, Our Kind of Traitor invites some thought-provoking afterthoughts.",1
800514,Shoot 'Em Up,R,"Action & Adventure, Drama, Mystery & Suspense",87.0,False,"The film is absolutely nuts, and by the time it was all over I had to spend a couple of minutes tracking down my jaw after it had hit the floor a good 80-minutes or so earlier.",1
