ShapeName,Profile,Midcurve,Profile_brep,Midcurve_brep
L_rotated_45,"[[0.0, 7.07], [3.54, 10.61], [-14.14, 28.28], [3.54, 45.96], [0.0, 49.5], [-21.21, 28.28]]","[[1.77, 8.84], [-17.68, 28.28], [1.77, 47.73]]","{""Points"": [[0.0, 7.07], [3.54, 10.61], [-14.14, 28.28], [3.54, 45.96], [0.0, 49.5], [-21.21, 28.28]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[1.77, 8.84], [-17.68, 28.28], [1.77, 47.73]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_45,"[[-17.68, 17.68], [-10.61, 24.75], [-24.75, 38.89], [-21.21, 42.43], [-7.07, 28.28], [0.0, 35.36], [3.54, 31.82], [-3.54, 24.75], [10.61, 10.61], [7.07, 7.07], [-7.07, 21.21], [-14.14, 14.14]]","[[8.84, 8.84], [-7.07, 24.75], [-22.98, 40.66], [-15.91, 15.91], [1.77, 33.59]]","{""Points"": [[-17.68, 17.68], [-10.61, 24.75], [-24.75, 38.89], [-21.21, 42.43], [-7.07, 28.28], [0.0, 35.36], [3.54, 31.82], [-3.54, 24.75], [10.61, 10.61], [7.07, 7.07], [-7.07, 21.21], [-14.14, 14.14]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.84, 8.84], [-7.07, 24.75], [-22.98, 40.66], [-15.91, 15.91], [1.77, 33.59]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_45,"[[-17.68, 17.68], [0.0, 35.36], [3.54, 31.82], [-3.54, 24.75], [10.61, 10.61], [7.07, 7.07], [-7.07, 21.21], [-14.14, 14.14]]","[[8.84, 8.84], [-7.07, 24.75], [1.77, 33.59], [-15.91, 15.91]]","{""Points"": [[-17.68, 17.68], [0.0, 35.36], [3.54, 31.82], [-3.54, 24.75], [10.61, 10.61], [7.07, 7.07], [-7.07, 21.21], [-14.14, 14.14]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.84, 8.84], [-7.07, 24.75], [1.77, 33.59], [-15.91, 15.91]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_46,"[[-0.12, 7.07], [3.35, 10.67], [-7.44, 21.09], [-10.91, 17.49]]","[[1.61, 8.87], [-9.18, 19.29]]","{""Points"": [[-0.12, 7.07], [3.35, 10.67], [-7.44, 21.09], [-10.91, 17.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[1.61, 8.87], [-9.18, 19.29]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_46,"[[-0.12, 7.07], [3.35, 10.67], [-14.63, 28.03], [2.73, 46.02], [-0.86, 49.49], [-21.7, 27.91]]","[[1.61, 8.87], [-18.17, 27.97], [0.93, 47.75]]","{""Points"": [[-0.12, 7.07], [3.35, 10.67], [-14.63, 28.03], [2.73, 46.02], [-0.86, 49.49], [-21.7, 27.91]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[1.61, 8.87], [-18.17, 27.97], [0.93, 47.75]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_46,"[[-17.98, 17.37], [-11.04, 24.56], [-25.42, 38.45], [-21.95, 42.05], [-7.56, 28.16], [-0.62, 35.35], [2.98, 31.88], [-3.97, 24.68], [10.42, 10.79], [6.95, 7.19], [-7.44, 21.09], [-14.39, 13.89]]","[[8.68, 8.99], [-7.5, 24.62], [-23.69, 40.25], [-16.19, 15.63], [1.18, 33.61]]","{""Points"": [[-17.98, 17.37], [-11.04, 24.56], [-25.42, 38.45], [-21.95, 42.05], [-7.56, 28.16], [-0.62, 35.35], [2.98, 31.88], [-3.97, 24.68], [10.42, 10.79], [6.95, 7.19], [-7.44, 21.09], [-14.39, 13.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.68, 8.99], [-7.5, 24.62], [-23.69, 40.25], [-16.19, 15.63], [1.18, 33.61]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_46,"[[-17.98, 17.37], [-0.62, 35.35], [2.98, 31.88], [-3.97, 24.68], [10.42, 10.79], [6.95, 7.19], [-7.44, 21.09], [-14.39, 13.89]]","[[8.68, 8.99], [-7.5, 24.62], [1.18, 33.61], [-16.19, 15.63]]","{""Points"": [[-17.98, 17.37], [-0.62, 35.35], [2.98, 31.88], [-3.97, 24.68], [10.42, 10.79], [6.95, 7.19], [-7.44, 21.09], [-14.39, 13.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.68, 8.99], [-7.5, 24.62], [1.18, 33.61], [-16.19, 15.63]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_47,"[[-0.25, 7.07], [3.16, 10.72], [-7.81, 20.95], [-11.22, 17.3]]","[[1.46, 8.9], [-9.51, 19.13]]","{""Points"": [[-0.25, 7.07], [3.16, 10.72], [-7.81, 20.95], [-11.22, 17.3]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[1.46, 8.9], [-9.51, 19.13]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_47,"[[-0.25, 7.07], [3.16, 10.72], [-15.12, 27.77], [1.93, 46.06], [-1.73, 49.47], [-22.19, 27.53]]","[[1.46, 8.9], [-18.65, 27.65], [0.1, 47.76]]","{""Points"": [[-0.25, 7.07], [3.16, 10.72], [-15.12, 27.77], [1.93, 46.06], [-1.73, 49.47], [-22.19, 27.53]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[1.46, 8.9], [-18.65, 27.65], [0.1, 47.76]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_47,"[[-18.28, 17.05], [-11.46, 24.36], [-26.09, 38.0], [-22.68, 41.66], [-8.05, 28.02], [-1.23, 35.33], [2.42, 31.92], [-4.4, 24.61], [10.23, 10.97], [6.82, 7.31], [-7.81, 20.95], [-14.63, 13.64]]","[[8.52, 9.14], [-7.93, 24.49], [-24.39, 39.83], [-16.46, 15.34], [0.59, 33.63]]","{""Points"": [[-18.28, 17.05], [-11.46, 24.36], [-26.09, 38.0], [-22.68, 41.66], [-8.05, 28.02], [-1.23, 35.33], [2.42, 31.92], [-4.4, 24.61], [10.23, 10.97], [6.82, 7.31], [-7.81, 20.95], [-14.63, 13.64]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.52, 9.14], [-7.93, 24.49], [-24.39, 39.83], [-16.46, 15.34], [0.59, 33.63]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_47,"[[-18.28, 17.05], [-1.23, 35.33], [2.42, 31.92], [-4.4, 24.61], [10.23, 10.97], [6.82, 7.31], [-7.81, 20.95], [-14.63, 13.64]]","[[8.52, 9.14], [-7.93, 24.49], [0.59, 33.63], [-16.46, 15.34]]","{""Points"": [[-18.28, 17.05], [-1.23, 35.33], [2.42, 31.92], [-4.4, 24.61], [10.23, 10.97], [6.82, 7.31], [-7.81, 20.95], [-14.63, 13.64]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.52, 9.14], [-7.93, 24.49], [0.59, 33.63], [-16.46, 15.34]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_48,"[[-0.37, 7.06], [2.98, 10.78], [-8.17, 20.81], [-11.52, 17.1]]","[[1.3, 8.92], [-9.84, 18.96]]","{""Points"": [[-0.37, 7.06], [2.98, 10.78], [-8.17, 20.81], [-11.52, 17.1]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[1.3, 8.92], [-9.84, 18.96]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_48,"[[-0.37, 7.06], [2.98, 10.78], [-15.6, 27.51], [1.13, 46.08], [-2.59, 49.43], [-22.66, 27.14]]","[[1.3, 8.92], [-19.13, 27.32], [-0.73, 47.76]]","{""Points"": [[-0.37, 7.06], [2.98, 10.78], [-15.6, 27.51], [1.13, 46.08], [-2.59, 49.43], [-22.66, 27.14]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[1.3, 8.92], [-19.13, 27.32], [-0.73, 47.76]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_48,"[[-18.58, 16.73], [-11.89, 24.16], [-26.75, 37.54], [-23.4, 41.26], [-8.54, 27.88], [-1.85, 35.31], [1.87, 31.96], [-4.83, 24.53], [10.04, 11.15], [6.69, 7.43], [-8.17, 20.81], [-14.86, 13.38]]","[[8.36, 9.29], [-8.36, 24.34], [-25.08, 39.4], [-16.72, 15.06], [0.01, 33.63]]","{""Points"": [[-18.58, 16.73], [-11.89, 24.16], [-26.75, 37.54], [-23.4, 41.26], [-8.54, 27.88], [-1.85, 35.31], [1.87, 31.96], [-4.83, 24.53], [10.04, 11.15], [6.69, 7.43], [-8.17, 20.81], [-14.86, 13.38]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.36, 9.29], [-8.36, 24.34], [-25.08, 39.4], [-16.72, 15.06], [0.01, 33.63]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_48,"[[-18.58, 16.73], [-1.85, 35.31], [1.87, 31.96], [-4.83, 24.53], [10.04, 11.15], [6.69, 7.43], [-8.17, 20.81], [-14.86, 13.38]]","[[8.36, 9.29], [-8.36, 24.34], [0.01, 33.63], [-16.72, 15.06]]","{""Points"": [[-18.58, 16.73], [-1.85, 35.31], [1.87, 31.96], [-4.83, 24.53], [10.04, 11.15], [6.69, 7.43], [-8.17, 20.81], [-14.86, 13.38]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.36, 9.29], [-8.36, 24.34], [0.01, 33.63], [-16.72, 15.06]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_49,"[[-0.49, 7.05], [2.79, 10.83], [-8.53, 20.67], [-11.81, 16.89]]","[[1.15, 8.94], [-10.17, 18.78]]","{""Points"": [[-0.49, 7.05], [2.79, 10.83], [-8.53, 20.67], [-11.81, 16.89]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[1.15, 8.94], [-10.17, 18.78]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_49,"[[-0.49, 7.05], [2.79, 10.83], [-16.08, 27.23], [0.32, 46.1], [-3.45, 49.38], [-23.13, 26.74]]","[[1.15, 8.94], [-19.61, 26.98], [-1.57, 47.74]]","{""Points"": [[-0.49, 7.05], [2.79, 10.83], [-16.08, 27.23], [0.32, 46.1], [-3.45, 49.38], [-23.13, 26.74]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[1.15, 8.94], [-19.61, 26.98], [-1.57, 47.74]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_49,"[[-18.87, 16.4], [-12.31, 23.95], [-27.4, 37.07], [-24.12, 40.84], [-9.03, 27.72], [-2.47, 35.27], [1.31, 31.99], [-5.25, 24.44], [9.84, 11.32], [6.56, 7.55], [-8.53, 20.67], [-15.09, 13.12]]","[[8.2, 9.43], [-8.78, 24.2], [-25.76, 38.96], [-16.98, 14.76], [-0.58, 33.63]]","{""Points"": [[-18.87, 16.4], [-12.31, 23.95], [-27.4, 37.07], [-24.12, 40.84], [-9.03, 27.72], [-2.47, 35.27], [1.31, 31.99], [-5.25, 24.44], [9.84, 11.32], [6.56, 7.55], [-8.53, 20.67], [-15.09, 13.12]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.2, 9.43], [-8.78, 24.2], [-25.76, 38.96], [-16.98, 14.76], [-0.58, 33.63]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_49,"[[-18.87, 16.4], [-2.47, 35.27], [1.31, 31.99], [-5.25, 24.44], [9.84, 11.32], [6.56, 7.55], [-8.53, 20.67], [-15.09, 13.12]]","[[8.2, 9.43], [-8.78, 24.2], [-0.58, 33.63], [-16.98, 14.76]]","{""Points"": [[-18.87, 16.4], [-2.47, 35.27], [1.31, 31.99], [-5.25, 24.44], [9.84, 11.32], [6.56, 7.55], [-8.53, 20.67], [-15.09, 13.12]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.2, 9.43], [-8.78, 24.2], [-0.58, 33.63], [-16.98, 14.76]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_50,"[[-0.62, 7.04], [2.6, 10.87], [-8.89, 20.52], [-12.11, 16.69]]","[[0.99, 8.96], [-10.5, 18.6]]","{""Points"": [[-0.62, 7.04], [2.6, 10.87], [-8.89, 20.52], [-12.11, 16.69]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[0.99, 8.96], [-10.5, 18.6]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_50,"[[-0.62, 7.04], [2.6, 10.87], [-16.55, 26.94], [-0.48, 46.1], [-4.31, 49.31], [-23.6, 26.33]]","[[0.99, 8.96], [-20.08, 26.64], [-2.4, 47.7]]","{""Points"": [[-0.62, 7.04], [2.6, 10.87], [-16.55, 26.94], [-0.48, 46.1], [-4.31, 49.31], [-23.6, 26.33]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[0.99, 8.96], [-20.08, 26.64], [-2.4, 47.7]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_50,"[[-19.15, 16.07], [-12.72, 23.73], [-28.04, 36.59], [-24.83, 40.42], [-9.51, 27.56], [-3.08, 35.22], [0.75, 32.01], [-5.68, 24.35], [9.64, 11.49], [6.43, 7.66], [-8.89, 20.52], [-15.32, 12.86]]","[[8.03, 9.58], [-9.2, 24.04], [-26.44, 38.5], [-17.24, 14.46], [-1.17, 33.61]]","{""Points"": [[-19.15, 16.07], [-12.72, 23.73], [-28.04, 36.59], [-24.83, 40.42], [-9.51, 27.56], [-3.08, 35.22], [0.75, 32.01], [-5.68, 24.35], [9.64, 11.49], [6.43, 7.66], [-8.89, 20.52], [-15.32, 12.86]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[8.03, 9.58], [-9.2, 24.04], [-26.44, 38.5], [-17.24, 14.46], [-1.17, 33.61]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_50,"[[-19.15, 16.07], [-3.08, 35.22], [0.75, 32.01], [-5.68, 24.35], [9.64, 11.49], [6.43, 7.66], [-8.89, 20.52], [-15.32, 12.86]]","[[8.03, 9.58], [-9.2, 24.04], [-1.17, 33.61], [-17.24, 14.46]]","{""Points"": [[-19.15, 16.07], [-3.08, 35.22], [0.75, 32.01], [-5.68, 24.35], [9.64, 11.49], [6.43, 7.66], [-8.89, 20.52], [-15.32, 12.86]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[8.03, 9.58], [-9.2, 24.04], [-1.17, 33.61], [-17.24, 14.46]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_51,"[[-0.74, 7.03], [2.41, 10.92], [-9.25, 20.36], [-12.4, 16.47]]","[[0.83, 8.98], [-10.82, 18.42]]","{""Points"": [[-0.74, 7.03], [2.41, 10.92], [-9.25, 20.36], [-12.4, 16.47]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[0.83, 8.98], [-10.82, 18.42]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_51,"[[-0.74, 7.03], [2.41, 10.92], [-17.02, 26.65], [-1.29, 46.08], [-5.17, 49.23], [-24.05, 25.91]]","[[0.83, 8.98], [-20.54, 26.28], [-3.23, 47.65]]","{""Points"": [[-0.74, 7.03], [2.41, 10.92], [-17.02, 26.65], [-1.29, 46.08], [-5.17, 49.23], [-24.05, 25.91]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[0.83, 8.98], [-20.54, 26.28], [-3.23, 47.65]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_51,"[[-19.43, 15.73], [-13.14, 23.5], [-28.68, 36.09], [-25.53, 39.98], [-9.99, 27.39], [-3.7, 35.16], [0.19, 32.02], [-6.1, 24.24], [9.44, 11.66], [6.29, 7.77], [-9.25, 20.36], [-15.54, 12.59]]","[[7.87, 9.71], [-9.62, 23.87], [-27.11, 38.03], [-17.49, 14.16], [-1.75, 33.59]]","{""Points"": [[-19.43, 15.73], [-13.14, 23.5], [-28.68, 36.09], [-25.53, 39.98], [-9.99, 27.39], [-3.7, 35.16], [0.19, 32.02], [-6.1, 24.24], [9.44, 11.66], [6.29, 7.77], [-9.25, 20.36], [-15.54, 12.59]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[7.87, 9.71], [-9.62, 23.87], [-27.11, 38.03], [-17.49, 14.16], [-1.75, 33.59]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_51,"[[-19.43, 15.73], [-3.7, 35.16], [0.19, 32.02], [-6.1, 24.24], [9.44, 11.66], [6.29, 7.77], [-9.25, 20.36], [-15.54, 12.59]]","[[7.87, 9.71], [-9.62, 23.87], [-1.75, 33.59], [-17.49, 14.16]]","{""Points"": [[-19.43, 15.73], [-3.7, 35.16], [0.19, 32.02], [-6.1, 24.24], [9.44, 11.66], [6.29, 7.77], [-9.25, 20.36], [-15.54, 12.59]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[7.87, 9.71], [-9.62, 23.87], [-1.75, 33.59], [-17.49, 14.16]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_52,"[[-0.86, 7.02], [2.22, 10.96], [-9.6, 20.19], [-12.68, 16.25]]","[[0.68, 8.99], [-11.14, 18.22]]","{""Points"": [[-0.86, 7.02], [2.22, 10.96], [-9.6, 20.19], [-12.68, 16.25]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[0.68, 8.99], [-11.14, 18.22]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_52,"[[-0.86, 7.02], [2.22, 10.96], [-17.48, 26.35], [-2.09, 46.05], [-6.03, 49.13], [-24.5, 25.49]]","[[0.68, 8.99], [-20.99, 25.92], [-4.06, 47.59]]","{""Points"": [[-0.86, 7.02], [2.22, 10.96], [-17.48, 26.35], [-2.09, 46.05], [-6.03, 49.13], [-24.5, 25.49]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[0.68, 8.99], [-20.99, 25.92], [-4.06, 47.59]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_52,"[[-19.7, 15.39], [-13.54, 23.27], [-29.3, 35.58], [-26.23, 39.52], [-10.47, 27.21], [-4.31, 35.09], [-0.37, 32.01], [-6.53, 24.13], [9.23, 11.82], [6.16, 7.88], [-9.6, 20.19], [-15.76, 12.31]]","[[7.7, 9.85], [-10.03, 23.7], [-27.76, 37.55], [-17.73, 13.85], [-2.34, 33.55]]","{""Points"": [[-19.7, 15.39], [-13.54, 23.27], [-29.3, 35.58], [-26.23, 39.52], [-10.47, 27.21], [-4.31, 35.09], [-0.37, 32.01], [-6.53, 24.13], [9.23, 11.82], [6.16, 7.88], [-9.6, 20.19], [-15.76, 12.31]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[7.7, 9.85], [-10.03, 23.7], [-27.76, 37.55], [-17.73, 13.85], [-2.34, 33.55]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
T_rotated_52,"[[-19.7, 15.39], [-4.31, 35.09], [-0.37, 32.01], [-6.53, 24.13], [9.23, 11.82], [6.16, 7.88], [-9.6, 20.19], [-15.76, 12.31]]","[[7.7, 9.85], [-10.03, 23.7], [-2.34, 33.55], [-17.73, 13.85]]","{""Points"": [[-19.7, 15.39], [-4.31, 35.09], [-0.37, 32.01], [-6.53, 24.13], [9.23, 11.82], [6.16, 7.88], [-9.6, 20.19], [-15.76, 12.31]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7]]}","{""Points"": [[7.7, 9.85], [-10.03, 23.7], [-2.34, 33.55], [-17.73, 13.85]], ""Lines"": [[0, 1], [1, 2], [3, 1]], ""Segments"": [[0], [1], [2]]}"
I_rotated_53,"[[-0.98, 7.0], [2.02, 11.0], [-9.95, 20.02], [-12.96, 16.03]]","[[0.52, 9.0], [-11.46, 18.03]]","{""Points"": [[-0.98, 7.0], [2.02, 11.0], [-9.95, 20.02], [-12.96, 16.03]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 0]], ""Segments"": [[0, 1, 2, 3]]}","{""Points"": [[0.52, 9.0], [-11.46, 18.03]], ""Lines"": [[0, 1]], ""Segments"": [[0]]}"
L_rotated_53,"[[-0.98, 7.0], [2.02, 11.0], [-17.94, 26.04], [-2.9, 46.01], [-6.89, 49.02], [-24.94, 25.06]]","[[0.52, 9.0], [-21.44, 25.55], [-4.89, 47.51]]","{""Points"": [[-0.98, 7.0], [2.02, 11.0], [-17.94, 26.04], [-2.9, 46.01], [-6.89, 49.02], [-24.94, 25.06]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5]]}","{""Points"": [[0.52, 9.0], [-21.44, 25.55], [-4.89, 47.51]], ""Lines"": [[0, 1], [1, 2]], ""Segments"": [[0, 1]]}"
Plus_rotated_53,"[[-19.97, 15.05], [-13.95, 23.03], [-29.92, 35.07], [-26.91, 39.06], [-10.94, 27.02], [-4.92, 35.01], [-0.93, 32.0], [-6.95, 24.02], [9.03, 11.98], [6.02, 7.99], [-9.95, 20.02], [-15.97, 12.04]]","[[7.52, 9.98], [-10.45, 23.52], [-28.42, 37.06], [-17.97, 13.54], [-2.92, 33.51]]","{""Points"": [[-19.97, 15.05], [-13.95, 23.03], [-29.92, 35.07], [-26.91, 39.06], [-10.94, 27.02], [-4.92, 35.01], [-0.93, 32.0], [-6.95, 24.02], [9.03, 11.98], [6.02, 7.99], [-9.95, 20.02], [-15.97, 12.04]], ""Lines"": [[0, 1], [1, 2], [2, 3], [3, 4], [4, 5], [5, 6], [6, 7], [7, 8], [8, 9], [9, 10], [10, 11], [11, 0]], ""Segments"": [[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]}","{""Points"": [[7.52, 9.98], [-10.45, 23.52], [-28.42, 37.06], [-17.97, 13.54], [-2.92, 33.51]], ""Lines"": [[0, 1], [4, 1], [2, 1], [3, 1]], ""Segments"": [[0], [1], [2], [3]]}"
